iter	Logloss
707	0.3143232352
708	0.314271555
709	0.3141815386
710	0.3140833626
711	0.3138498304
712	0.3137061322
713	0.3135840782
714	0.3135180509
715	0.3134582152
716	0.3133850594
717	0.3133173299
718	0.3132075217
719	0.3130941018
720	0.3129682492
721	0.3128726367
722	0.3127589702
723	0.3126197868
724	0.3125302727
725	0.3124329853
726	0.3123354816
727	0.3121935995
728	0.3120551393
729	0.3119837022
730	0.3119582628
731	0.3118932929
732	0.3118086062
733	0.3117261027
734	0.3115663744
735	0.3114935358
736	0.3113616298
737	0.3112813532
738	0.311188542
739	0.3111378849
740	0.3110805682
741	0.3110044979
742	0.3109334025
743	0.3108167371
744	0.3107105606
745	0.3106291162
746	0.310534834
747	0.3104681181
748	0.310326527
749	0.3101983416
750	0.3101093965
751	0.3100493694
752	0.310002188
753	0.3099252261
754	0.3098671416
755	0.3097877672
756	0.3096301917
757	0.3095050214
758	0.3094164486
759	0.3093294726
760	0.3092882086
761	0.3091596051
762	0.3090229441
763	0.3089312427
764	0.3088357607
765	0.3087346609
766	0.3086689978
767	0.3085541958
768	0.3084546892
769	0.3083477655
770	0.3083031864
771	0.308192716
772	0.3080736917
773	0.3079494815
774	0.307890768
775	0.3077910363
776	0.3076969192
777	0.3075738055
778	0.3074703715
779	0.3073676527
780	0.3072375449
781	0.3071430745
782	0.3070435546
783	0.3069812134
784	0.3069039479
785	0.3067917819
786	0.3066827325
787	0.3066571909
788	0.3065347325
789	0.3064922117
790	0.3064187265
791	0.3063569503
792	0.3062975614
793	0.3061854495
794	0.3060939342
795	0.3060598483
796	0.3060089977
797	0.3059410387
798	0.3058323008
799	0.3057127313
800	0.3056198702
801	0.3055619699
802	0.3053912196
803	0.3053074931
804	0.3051971665
805	0.305112886
806	0.3049886646
807	0.3049208209
808	0.304852543
809	0.3047842696
810	0.3047364832
811	0.3046434835
812	0.3045771305
813	0.3044474034
814	0.3043261642
815	0.3043047025
816	0.3042224333
817	0.3041668403
818	0.3040730669
819	0.3039431966
820	0.3038425021
821	0.3037128844
822	0.3036525978
823	0.3035834539
824	0.3034728514
825	0.3033766274
826	0.3033047056
827	0.3031809273
828	0.3030735534
829	0.3029341003
830	0.3029101004
831	0.3028521688
832	0.3027817433
833	0.30273356
834	0.3026668283
835	0.3025455298
836	0.3024589032
837	0.3023541047
838	0.3022284148
839	0.3021235274
840	0.3020367646
841	0.3019810789
842	0.3018722518
843	0.3017704789
844	0.3017070659
845	0.3015903617
846	0.3015674469
847	0.3014508923
848	0.3013216214
849	0.30117665
850	0.3011100545
851	0.3010341843
852	0.3009681298
853	0.3008523709
854	0.3007549595
855	0.3006399815
856	0.3005698978
857	0.3004602227
858	0.3003481396
859	0.3002312909
860	0.3001278721
861	0.3000801733
862	0.30004003
863	0.299929283
864	0.299813703
865	0.2997017854
866	0.2996189515
867	0.2995276268
868	0.299432517
869	0.2993819353
870	0.2992353161
871	0.2991508731
872	0.2990433254
873	0.2989369563
874	0.2988269495
875	0.2986835275
876	0.2986317298
877	0.2985815572
878	0.2984651118
879	0.298416882
880	0.2983591434
881	0.2983399169
882	0.2982438401
883	0.2981583075
884	0.2980353307
885	0.2979629071
886	0.297812606
887	0.2977318568
888	0.2976521918
889	0.2975739717
890	0.2974834211
891	0.2973947141
892	0.2973192301
893	0.2972308604
894	0.2971435588
895	0.2970125063
896	0.2969422878
897	0.2968866621
898	0.2967971475
899	0.2967092721
900	0.2966521446
901	0.2965704989
902	0.2964821436
903	0.2964086543
904	0.2962435908
905	0.2961778722
906	0.2960611684
907	0.2959627763
908	0.2958878459
909	0.2957491277
910	0.295663914
911	0.295586296
912	0.295544393
913	0.2954473902
914	0.2953519615
915	0.2952435491
916	0.2951562688
917	0.2950805521
918	0.2950053055
919	0.2948774872
920	0.2947841711
921	0.2946652282
922	0.2945748103
923	0.2945042885
924	0.2943801388
925	0.2942962682
926	0.2942224832
927	0.2941752676
928	0.2940549995
929	0.2939674991
930	0.2939464321
931	0.2938691169
932	0.2938161474
933	0.2937594175
934	0.293666127
935	0.2935956511
936	0.2934632686
937	0.2933835788
938	0.2932811802
939	0.2932094035
940	0.2931076282
941	0.2929759971
942	0.2929046383
943	0.2928051361
944	0.292717677
945	0.2926498301
946	0.2926298246
947	0.292595203
948	0.2925266254
949	0.2923986487
950	0.2922839162
951	0.2921909246
952	0.2921282613
953	0.2920947712
954	0.2919912
955	0.291912791
956	0.2918674488
957	0.2917713891
958	0.2917028121
959	0.291630092
960	0.2915726184
961	0.2915201558
962	0.2914282856
963	0.2913456658
964	0.2912512652
965	0.2911494603
966	0.2910859431
967	0.2910120381
968	0.2909363346
969	0.2908781606
970	0.290735513
971	0.290718291
972	0.2906862555
973	0.2905902431
974	0.2905502096
975	0.2904930077
976	0.2904472613
977	0.2903580192
978	0.2902699629
979	0.2901521933
980	0.2900480346
981	0.2899681762
982	0.2898865957
983	0.2898216432
984	0.2897272948
985	0.2896600344
986	0.2896060674
987	0.2895079286
988	0.2894657322
989	0.2893944367
990	0.2893008036
991	0.2891953156
992	0.2891466986
993	0.2890009388
994	0.2888894732
995	0.2888145091
996	0.2887424992
997	0.2886416535
998	0.2885394038
999	0.2884707367
